plane_name,nation,rank,battle_rating,max_speed,turn_time,climb_rate,wing_rip_speed,combat_flap_rip_speed,image_url
MiG-3-34,USSR,II,2.7,612,22.0,16.0,700,457,https://wiki.warthunder.com/images/thumb/c/c3/GarageImage_MiG-3-34.jpg/800px-GarageImage_MiG-3-34.jpg
MiG-9,USSR,V,7.3,909,29.0,22.0,1020,N/A,https://wiki.warthunder.com/images/thumb/b/be/GarageImage_MiG-9.jpg/800px-GarageImage_MiG-9.jpg
MiG-9 (l),USSR,V,7.3,967,26.0,28.0,1020,N/A,https://wiki.warthunder.com/images/thumb/8/88/GarageImage_MiG-9_%28l%29.jpg/800px-GarageImage_MiG-9_%28l%29.jpg
▂P-39K-1,USSR,II,2.7,590,20.0,12.9,886,400,https://wiki.warthunder.com/images/thumb/2/2d/GarageImage_P-39K-1_%28USSR%29.jpg/800px-GarageImage_P-39K-1_%28USSR%29.jpg
▂P-39Q-15,USSR,III,3.3,624,20.0,17.5,886,426,https://wiki.warthunder.com/images/thumb/7/7f/GarageImage_P-39Q-15_%28USSR%29.jpg/800px-GarageImage_P-39Q-15_%28USSR%29.jpg
▂P-40E-1,USSR,II,2.7,560,21.0,10.6,819,595,https://wiki.warthunder.com/images/thumb/5/57/GarageImage_P-40E-1_%28USSR%29.jpg/800px-GarageImage_P-40E-1_%28USSR%29.jpg
▂P-47D-27,USSR,III,4.3,700,25.0,10.6,885,498,https://wiki.warthunder.com/images/thumb/c/c2/GarageImage_P-47D-27_%28USSR%29.jpg/800px-GarageImage_P-47D-27_%28USSR%29.jpg
▂P-63A-10,USSR,IV,4.0,650,23.0,22.2,887,378,https://wiki.warthunder.com/images/thumb/6/6e/GarageImage_P-63A-10_%28USSR%29.jpg/800px-GarageImage_P-63A-10_%28USSR%29.jpg
▂P-63A-5,USSR,III,3.3,640,21.0,19.6,887,378,https://wiki.warthunder.com/images/thumb/c/c0/GarageImage_P-63A-5_%28USSR%29.jpg/800px-GarageImage_P-63A-5_%28USSR%29.jpg
▂P-63C-5,USSR,IV,4.0,663,23.0,21.7,887,378,https://wiki.warthunder.com/images/thumb/d/d0/GarageImage_P-63C-5_%28USSR%29.jpg/800px-GarageImage_P-63C-5_%28USSR%29.jpg
▂PBY-5A Catalina,USSR,I,1.7,282,30.0,5.1,0,N/A,https://wiki.warthunder.com/images/thumb/e/e7/GarageImage_PBY-5A_Catalina_%28USSR%29.jpg/800px-GarageImage_PBY-5A_Catalina_%28USSR%29.jpg
Pe-2-1,USSR,II,3.3,540,27.0,9.7,760,520,https://wiki.warthunder.com/images/thumb/1/1b/GarageImage_Pe-2-1.jpg/800px-GarageImage_Pe-2-1.jpg
Pe-2-110,USSR,III,3.7,483,28.0,8.5,740,508,https://wiki.warthunder.com/images/thumb/1/18/GarageImage_Pe-2-110.jpg/800px-GarageImage_Pe-2-110.jpg
Pe-2-205,USSR,III,3.7,524,27.0,12.8,740,508,https://wiki.warthunder.com/images/thumb/e/e9/GarageImage_Pe-2-205.jpg/800px-GarageImage_Pe-2-205.jpg
Pe-2-31,USSR,II,3.3,530,28.0,9.6,740,508,https://wiki.warthunder.com/images/thumb/4/4f/GarageImage_Pe-2-31.jpg/800px-GarageImage_Pe-2-31.jpg
Pe-2-359,USSR,III,4.3,540,26.0,12.8,740,508,https://wiki.warthunder.com/images/thumb/1/13/GarageImage_Pe-2-359.jpg/800px-GarageImage_Pe-2-359.jpg
Pe-2-83,USSR,II,3.3,510,28.0,9.0,740,508,https://wiki.warthunder.com/images/thumb/7/74/GarageImage_Pe-2-83.jpg/800px-GarageImage_Pe-2-83.jpg
Pe-3,USSR,I,2.0,504,26.0,9.7,740,500,https://wiki.warthunder.com/images/thumb/0/03/GarageImage_Pe-3.jpg/800px-GarageImage_Pe-3.jpg
Pe-3 (e),USSR,I,2.0,535,26.0,10.0,740,500,https://wiki.warthunder.com/images/thumb/4/49/GarageImage_Pe-3_%28e%29.jpg/800px-GarageImage_Pe-3_%28e%29.jpg
Pe-3bis,USSR,II,3.0,530,33.8,8.9,740,500,https://wiki.warthunder.com/images/thumb/4/42/GarageImage_Pe-3bis.jpg/800px-GarageImage_Pe-3bis.jpg
Pe-8,USSR,III,4.3,422,36.0,7.2,535,437,https://wiki.warthunder.com/images/thumb/f/f4/GarageImage_Pe-8.jpg/800px-GarageImage_Pe-8.jpg
Po-2,USSR,I,1.0,134,30.0,2.3,190,N/A,https://wiki.warthunder.com/images/thumb/a/ab/GarageImage_Po-2.jpg/800px-GarageImage_Po-2.jpg
Po-2 Night Witch,USSR,I,1.0,134,30.0,1.0,600,N/A,https://wiki.warthunder.com/images/thumb/1/17/GarageImage_Po-2_Night_Witch.jpg/800px-GarageImage_Po-2_Night_Witch.jpg
Po-2M,USSR,I,1.0,134,30.0,2.3,190,N/A,https://wiki.warthunder.com/images/thumb/6/67/GarageImage_Po-2M.jpg/800px-GarageImage_Po-2M.jpg
▂Pokryshkin's P-39N-0,USSR,III,3.0,644,18.0,15.4,886,426,https://wiki.warthunder.com/images/thumb/6/64/GarageImage_Pokryshkin%27s_P-39N-0_%28USSR%29.jpg/800px-GarageImage_Pokryshkin%27s_P-39N-0_%28USSR%29.jpg
SB 2M-100,USSR,I,1.3,423,24.2,8.9,550,315,https://wiki.warthunder.com/images/thumb/7/76/GarageImage_SB_2M-100.jpg/800px-GarageImage_SB_2M-100.jpg
SB 2M-103,USSR,I,2.0,419,24.2,9.3,580,315,https://wiki.warthunder.com/images/thumb/7/7a/GarageImage_SB_2M-103.jpg/800px-GarageImage_SB_2M-103.jpg
SB 2M-103 MV-3,USSR,I,1.7,450,22.0,9.6,580,315,https://wiki.warthunder.com/images/thumb/c/c4/GarageImage_SB_2M-103_MV-3.jpg/800px-GarageImage_SB_2M-103_MV-3.jpg
SB 2M-103U,USSR,I,2.3,450,22.0,9.6,580,315,https://wiki.warthunder.com/images/thumb/8/82/GarageImage_SB_2M-103U.jpg/800px-GarageImage_SB_2M-103U.jpg
SB 2M-103U MV-3,USSR,I,2.3,450,22.0,9.6,580,315,https://wiki.warthunder.com/images/thumb/6/6e/GarageImage_SB_2M-103U_MV-3.jpg/800px-GarageImage_SB_2M-103U_MV-3.jpg
SB 2M-105,USSR,I,2.7,466,21.0,12.7,600,315,https://wiki.warthunder.com/images/thumb/5/5f/GarageImage_SB_2M-105.jpg/800px-GarageImage_SB_2M-105.jpg
▂Spitfire Mk IXc,USSR,IV,5.7,690,14.8,31.8,774,N/A,https://wiki.warthunder.com/images/thumb/0/0d/GarageImage_Spitfire_Mk_IXc_%28USSR%29.jpg/800px-GarageImage_Spitfire_Mk_IXc_%28USSR%29.jpg
Su-11,USSR,V,7.3,940,24.0,33.0,1025,558,https://wiki.warthunder.com/images/thumb/8/83/GarageImage_Su-11.jpg/800px-GarageImage_Su-11.jpg
Su-17M2,USSR,VII,10.3,"2,232",27.0,190.0,"1,417",N/A,https://wiki.warthunder.com/images/thumb/2/2d/GarageImage_Su-17M2.jpg/800px-GarageImage_Su-17M2.jpg
Su-17M4,USSR,VII,11.0,"2,052",27.0,190.0,"1,417",N/A,https://wiki.warthunder.com/images/thumb/3/35/GarageImage_Su-17M4.jpg/800px-GarageImage_Su-17M4.jpg
Su-2 (M-82),USSR,I,2.7,486,26.0,9.6,620,394,https://wiki.warthunder.com/images/thumb/f/fd/GarageImage_Su-2_%28M-82%29.jpg/800px-GarageImage_Su-2_%28M-82%29.jpg
Su-2 MV-5,USSR,I,1.7,460,24.0,8.6,620,394,https://wiki.warthunder.com/images/thumb/7/77/GarageImage_Su-2_MV-5.jpg/800px-GarageImage_Su-2_MV-5.jpg
Su-2 TSS-1,USSR,I,2.0,512,25.0,8.9,620,394,https://wiki.warthunder.com/images/thumb/a/a1/GarageImage_Su-2_TSS-1.jpg/800px-GarageImage_Su-2_TSS-1.jpg
Su-22M3,USSR,VII,10.7,"2,232",27.0,169.9,1417,N/A,https://wiki.warthunder.com/images/thumb/e/e7/GarageImage_Su-22M3.jpg/800px-GarageImage_Su-22M3.jpg
Su-25,USSR,VI,10.0,978,27.0,79.4,"1,100",900,https://wiki.warthunder.com/images/thumb/7/74/GarageImage_Su-25.jpg/800px-GarageImage_Su-25.jpg
Su-25BM,USSR,VII,11.0,979,27.0,80.0,"1,100",900,https://wiki.warthunder.com/images/thumb/1/1f/GarageImage_Su-25BM.jpg/800px-GarageImage_Su-25BM.jpg
Su-25K,USSR,VI,10.0,979,27.0,79.4,"1,100",900,https://wiki.warthunder.com/images/thumb/1/13/GarageImage_Su-25K.jpg/800px-GarageImage_Su-25K.jpg
Su-25T,USSR,VII,11.3,979,27.0,80.0,"1,100","1,050",https://wiki.warthunder.com/images/thumb/c/cf/GarageImage_Su-25T.jpg/800px-GarageImage_Su-25T.jpg
Su-39,USSR,VII,11.3,979,27.0,80.0,"1,100","1,050",https://wiki.warthunder.com/images/thumb/d/db/GarageImage_Su-39.jpg/800px-GarageImage_Su-39.jpg
Su-6,USSR,IV,4.0,491,22.0,9.7,680,458,https://wiki.warthunder.com/images/thumb/f/fe/GarageImage_Su-6.jpg/800px-GarageImage_Su-6.jpg
Su-6 (AM-42),USSR,IV,4.7,501,25.0,11.2,680,458,https://wiki.warthunder.com/images/thumb/c/c1/GarageImage_Su-6_%28AM-42%29.jpg/800px-GarageImage_Su-6_%28AM-42%29.jpg
Su-6 (M-71F),USSR,III,4.7,514,26.0,10.9,680,458,https://wiki.warthunder.com/images/thumb/f/f8/GarageImage_Su-6_%28M-71F%29.jpg/800px-GarageImage_Su-6_%28M-71F%29.jpg
Su-7B,USSR,VI,9.3,"2,232",27.0,195.0,"1,260",N/A,https://wiki.warthunder.com/images/thumb/a/ad/GarageImage_Su-7B.jpg/800px-GarageImage_Su-7B.jpg
Su-7BKL,USSR,VI,9.3,"2,232",27.0,195.0,"1,260",N/A,https://wiki.warthunder.com/images/thumb/a/a2/GarageImage_Su-7BKL.jpg/800px-GarageImage_Su-7BKL.jpg
Su-7BMK,USSR,VI,9.3,"2,232",27.0,195.0,"1,260",N/A,https://wiki.warthunder.com/images/thumb/3/3d/GarageImage_Su-7BMK.jpg/800px-GarageImage_Su-7BMK.jpg
Su-8,USSR,IV,4.7,550,25.0,9.3,720,437,https://wiki.warthunder.com/images/thumb/2/25/GarageImage_Su-8.jpg/800px-GarageImage_Su-8.jpg
Su-9,USSR,V,7.0,886,29.0,21.0,1025,558,https://wiki.warthunder.com/images/thumb/1/1d/GarageImage_Su-9.jpg/800px-GarageImage_Su-9.jpg
Tandem MAI,USSR,I,2.0,488,22.0,10.6,650,448,https://wiki.warthunder.com/images/thumb/0/09/GarageImage_Tandem_MAI.jpg/800px-GarageImage_Tandem_MAI.jpg
TB-3M-17-32,USSR,I,1.3,185,58.0,7.2,450,-,https://wiki.warthunder.com/images/thumb/1/1f/GarageImage_TB-3M-17-32.jpg/800px-GarageImage_TB-3M-17-32.jpg
TIS MA,USSR,III,4.3,534,24.0,10.3,740,386,https://wiki.warthunder.com/images/thumb/e/eb/GarageImage_TIS_MA.jpg/800px-GarageImage_TIS_MA.jpg
Tu-1,USSR,IV,5.3,687,29.0,11.5,900,437,https://wiki.warthunder.com/images/thumb/3/3d/GarageImage_Tu-1.jpg/800px-GarageImage_Tu-1.jpg
Tu-14T,USSR,V,8.0,856,51.0,15.0,892,580,https://wiki.warthunder.com/images/thumb/b/b5/GarageImage_Tu-14T.jpg/800px-GarageImage_Tu-14T.jpg
Tu-2,USSR,III,4.7,547,30.8,8.1,900,437,https://wiki.warthunder.com/images/thumb/6/6f/GarageImage_Tu-2.jpg/800px-GarageImage_Tu-2.jpg
Tu-2S,USSR,IV,5.3,547,30.8,8.1,900,437,https://wiki.warthunder.com/images/thumb/5/5c/GarageImage_Tu-2S.jpg/800px-GarageImage_Tu-2S.jpg
Tu-2S-44,USSR,IV,5.3,547,30.8,8.1,900,437,https://wiki.warthunder.com/images/thumb/a/a4/GarageImage_Tu-2S-44.jpg/800px-GarageImage_Tu-2S-44.jpg
Tu-2S-59,USSR,IV,5.7,547,30.8,8.1,900,437,https://wiki.warthunder.com/images/thumb/9/92/GarageImage_Tu-2S-59.jpg/800px-GarageImage_Tu-2S-59.jpg
Tu-4,USSR,V,8.0,641,32.0,6.5,609,332,https://wiki.warthunder.com/images/thumb/2/2c/GarageImage_Tu-4.jpg/800px-GarageImage_Tu-4.jpg
Yak-1,USSR,II,2.3,577,18.0,16.0,675,N/A,https://wiki.warthunder.com/images/thumb/2/20/GarageImage_Yak-1.jpg/800px-GarageImage_Yak-1.jpg
Yak-141,USSR,VIII,12.0,"1,847",25.0,310.0,"1,450",750,https://wiki.warthunder.com/images/thumb/8/8d/GarageImage_Yak-141.jpg/800px-GarageImage_Yak-141.jpg
Yak-15,USSR,V,6.7,755,18.5,23.0,750,N/A,https://wiki.warthunder.com/images/thumb/b/b7/GarageImage_Yak-15.jpg/800px-GarageImage_Yak-15.jpg
Yak-15P,USSR,V,6.3,755,18.5,23.0,750,N/A,https://wiki.warthunder.com/images/thumb/5/5e/GarageImage_Yak-15P.jpg/800px-GarageImage_Yak-15P.jpg
Yak-17,USSR,V,6.7,755,18.5,23.0,765,N/A,https://wiki.warthunder.com/images/thumb/0/03/GarageImage_Yak-17.jpg/800px-GarageImage_Yak-17.jpg
Yak-1B,USSR,II,3.0,592,18.5,16.0,683,N/A,https://wiki.warthunder.com/images/thumb/b/ba/GarageImage_Yak-1B.jpg/800px-GarageImage_Yak-1B.jpg
Yak-2 KABB,USSR,I,2.3,520,19.8,12.8,680,-,https://wiki.warthunder.com/images/thumb/4/44/GarageImage_Yak-2_KABB.jpg/800px-GarageImage_Yak-2_KABB.jpg
Yak-23,USSR,V,8.7,929,19.0,45.0,"1,000",N/A,https://wiki.warthunder.com/images/thumb/3/3e/GarageImage_Yak-23.jpg/800px-GarageImage_Yak-23.jpg
Yak-28B,USSR,VI,9.3,"1,871",32.0,74.3,"1,124",N/A,https://wiki.warthunder.com/images/thumb/f/fa/GarageImage_Yak-28B.jpg/800px-GarageImage_Yak-28B.jpg
Yak-3,USSR,III,4.3,654,17.4,21.3,685,N/A,https://wiki.warthunder.com/images/thumb/d/db/GarageImage_Yak-3.jpg/800px-GarageImage_Yak-3.jpg
Yak-3 (VK-107),USSR,IV,5.7,719,18.9,23.6,720,N/A,https://wiki.warthunder.com/images/thumb/a/af/GarageImage_Yak-3_%28VK-107%29.jpg/800px-GarageImage_Yak-3_%28VK-107%29.jpg
Yak-30D,USSR,VI,8.7,"1,026",21.0,38.0,1081,500,https://wiki.warthunder.com/images/thumb/7/74/GarageImage_Yak-30D.jpg/800px-GarageImage_Yak-30D.jpg
Yak-38,USSR,VI,9.3,"1,199",38.6,94.3,1265,-,https://wiki.warthunder.com/images/thumb/2/27/GarageImage_Yak-38.jpg/800px-GarageImage_Yak-38.jpg
Yak-38M,USSR,VI,9.3,"1,197",38.1,102.4,1265,-,https://wiki.warthunder.com/images/thumb/a/ab/GarageImage_Yak-38M.jpg/800px-GarageImage_Yak-38M.jpg
Yak-3P,USSR,IV,5.0,643,17.5,21.1,685,N/A,https://wiki.warthunder.com/images/thumb/1/11/GarageImage_Yak-3P.jpg/800px-GarageImage_Yak-3P.jpg
Yak-3T,USSR,IV,5.0,646,18.9,21.1,685,N/A,https://wiki.warthunder.com/images/thumb/d/dc/GarageImage_Yak-3T.jpg/800px-GarageImage_Yak-3T.jpg
Yak-3U,USSR,IV,5.7,695,18.0,26.5,700,N/A,https://wiki.warthunder.com/images/thumb/2/2c/GarageImage_Yak-3U.jpg/800px-GarageImage_Yak-3U.jpg
Yak-4,USSR,I,2.0,533,24.0,10.4,680,-,https://wiki.warthunder.com/images/thumb/4/4a/GarageImage_Yak-4.jpg/800px-GarageImage_Yak-4.jpg
Yak-7B,USSR,II,2.7,570,21.5,15.5,683,N/A,https://wiki.warthunder.com/images/thumb/6/6e/GarageImage_Yak-7B.jpg/800px-GarageImage_Yak-7B.jpg
Yak-9,USSR,II,3.0,577,19.0,16.0,683,N/A,https://wiki.warthunder.com/images/thumb/b/b6/GarageImage_Yak-9.jpg/800px-GarageImage_Yak-9.jpg
Yak-9B,USSR,II,3.0,591,21.0,16.0,683,N/A,https://wiki.warthunder.com/images/thumb/0/09/GarageImage_Yak-9B.jpg/800px-GarageImage_Yak-9B.jpg
Yak-9K,USSR,III,4.0,593,18.0,16.0,683,N/A,https://wiki.warthunder.com/images/thumb/8/87/GarageImage_Yak-9K.jpg/800px-GarageImage_Yak-9K.jpg
Yak-9P,USSR,IV,5.0,660,21.4,18.3,756,N/A,https://wiki.warthunder.com/images/thumb/1/1d/GarageImage_Yak-9P.jpg/800px-GarageImage_Yak-9P.jpg
Yak-9T,USSR,III,4.0,593,18.0,16.0,683,N/A,https://wiki.warthunder.com/images/thumb/f/fd/GarageImage_Yak-9T.jpg/800px-GarageImage_Yak-9T.jpg
Yak-9U,USSR,III,4.7,677,19.1,18.8,720,N/A,https://wiki.warthunder.com/images/thumb/1/11/GarageImage_Yak-9U.jpg/800px-GarageImage_Yak-9U.jpg
Yak-9UT,USSR,IV,5.7,672,19.3,18.3,720,N/A,https://wiki.warthunder.com/images/thumb/f/f2/GarageImage_Yak-9UT.jpg/800px-GarageImage_Yak-9UT.jpg
Yer-2 (ACh-30B) (e),USSR,IV,4.7,415,48.0,9.5,551,447,https://wiki.warthunder.com/images/thumb/3/37/GarageImage_Yer-2_%28ACh-30B%29_%28e%29.jpg/800px-GarageImage_Yer-2_%28ACh-30B%29_%28e%29.jpg
Yer-2 (ACh-30B) (l),USSR,IV,4.7,415,48.0,9.5,551,447,https://wiki.warthunder.com/images/thumb/0/08/GarageImage_Yer-2_%28ACh-30B%29_%28l%29.jpg/800px-GarageImage_Yer-2_%28ACh-30B%29_%28l%29.jpg
Yer-2 (M-105),USSR,III,3.3,445,47.0,9.6,556,447,https://wiki.warthunder.com/images/thumb/3/30/GarageImage_Yer-2_%28M-105%29.jpg/800px-GarageImage_Yer-2_%28M-105%29.jpg
Yer-2 (M-105) TAT,USSR,III,3.7,445,47.0,9.6,556,447,https://wiki.warthunder.com/images/thumb/0/09/GarageImage_Yer-2_%28M-105%29_TAT.jpg/800px-GarageImage_Yer-2_%28M-105%29_TAT.jpg
Yer-2 (M-105R) LU,USSR,III,3.7,445,47.0,9.6,556,447,https://wiki.warthunder.com/images/thumb/5/53/GarageImage_Yer-2_%28M-105R%29_LU.jpg/800px-GarageImage_Yer-2_%28M-105R%29_LU.jpg
Yer-2 (M-105R) TAT,USSR,III,3.7,445,47.0,9.6,556,447,https://wiki.warthunder.com/images/thumb/5/58/GarageImage_Yer-2_%28M-105R%29_TAT.jpg/800px-GarageImage_Yer-2_%28M-105R%29_TAT.jpg
Zhukovsky's I-153-M62,USSR,I,2.3,444,13.3,15.2,580,N/A,https://wiki.warthunder.com/images/thumb/4/44/GarageImage_Zhukovsky%27s_I-153-M62.jpg/800px-GarageImage_Zhukovsky%27s_I-153-M62.jpg
Attacker FB 1,Britain,V,7.0,922,25.0,28.0,985,502,https://wiki.warthunder.com/images/thumb/7/70/GarageImage_Attacker_FB_1.jpg/800px-GarageImage_Attacker_FB_1.jpg
Attacker FB.2,Britain,V,7.0,922,25.0,28.0,985,985,https://wiki.warthunder.com/images/thumb/9/9a/GarageImage_Attacker_FB.2.jpg/800px-GarageImage_Attacker_FB.2.jpg
▄Avenger Mk II,Britain,II,1.7,432,30.0,5.1,612,N/A,https://wiki.warthunder.com/images/thumb/a/a7/GarageImage_Avenger_Mk_II_%28Great_Britain%29.jpg/800px-GarageImage_Avenger_Mk_II_%28Great_Britain%29.jpg
Beaufighter Mk 21,Britain,II,3.7,520,42.2,10.1,676,354,https://wiki.warthunder.com/images/thumb/f/f8/GarageImage_Beaufighter_Mk_21.jpg/800px-GarageImage_Beaufighter_Mk_21.jpg
Beaufighter Mk I (40-mm),Britain,II,2.3,504,27.0,8.0,676,354,https://wiki.warthunder.com/images/thumb/4/4d/GarageImage_Beaufighter_Mk_I_%2840-mm%29.jpg/800px-GarageImage_Beaufighter_Mk_I_%2840-mm%29.jpg
Beaufighter Mk VIc,Britain,II,3.0,536,23.7,10.5,676,354,https://wiki.warthunder.com/images/thumb/f/fe/GarageImage_Beaufighter_Mk_VIc.jpg/800px-GarageImage_Beaufighter_Mk_VIc.jpg
Beaufighter Mk X,Britain,II,3.0,490,28.5,10.0,676,354,https://wiki.warthunder.com/images/thumb/1/1c/GarageImage_Beaufighter_Mk_X.jpg/800px-GarageImage_Beaufighter_Mk_X.jpg
Beaufort Mk VIII,Britain,I,1.7,437,39.6,6.1,523,415,https://wiki.warthunder.com/images/thumb/6/62/GarageImage_Beaufort_Mk_VIII.jpg/800px-GarageImage_Beaufort_Mk_VIII.jpg
Blenheim Mk IV,Britain,I,1.3,428,26.0,7.6,482,305,https://wiki.warthunder.com/images/thumb/c/c7/GarageImage_Blenheim_Mk_IV.jpg/800px-GarageImage_Blenheim_Mk_IV.jpg
▄Boomerang Mk I,Britain,II,3.0,491,22.3,14.9,660,487,https://wiki.warthunder.com/images/thumb/d/db/GarageImage_Boomerang_Mk_I_%28Great_Britain%29.jpg/800px-GarageImage_Boomerang_Mk_I_%28Great_Britain%29.jpg
▄Boomerang Mk II,Britain,II,3.0,491,22.3,14.9,660,487,https://wiki.warthunder.com/images/thumb/4/4e/GarageImage_Boomerang_Mk_II_%28Great_Britain%29.jpg/800px-GarageImage_Boomerang_Mk_II_%28Great_Britain%29.jpg
▄Boston Mk I,Britain,II,2.3,518,27.0,11.5,665,428,https://wiki.warthunder.com/images/thumb/a/a8/GarageImage_Boston_Mk_I_%28Great_Britain%29.jpg/800px-GarageImage_Boston_Mk_I_%28Great_Britain%29.jpg
Brigand B 1,Britain,III,4.0,580,26.0,14.7,680,430,https://wiki.warthunder.com/images/thumb/8/81/GarageImage_Brigand_B_1.jpg/800px-GarageImage_Brigand_B_1.jpg
Buccaneer S.1,Britain,VI,8.7,"1,105",32.0,42.0,1181,518,https://wiki.warthunder.com/images/thumb/1/18/GarageImage_Buccaneer_S.1.jpg/800px-GarageImage_Buccaneer_S.1.jpg
Buccaneer S.2,Britain,VI,9.3,"1,166",32.0,86.0,1181,518,https://wiki.warthunder.com/images/thumb/1/17/GarageImage_Buccaneer_S.2.jpg/800px-GarageImage_Buccaneer_S.2.jpg
Canberra B (I) Mk 6,Britain,V,8.3,880,26.0,20.0,990,498,https://wiki.warthunder.com/images/thumb/2/27/GarageImage_Canberra_B_%28I%29_Mk_6.jpg/800px-GarageImage_Canberra_B_%28I%29_Mk_6.jpg
Canberra B Mk 2,Britain,V,8.3,880,26.0,20.0,990,498,https://wiki.warthunder.com/images/thumb/0/03/GarageImage_Canberra_B_Mk_2.jpg/800px-GarageImage_Canberra_B_Mk_2.jpg
▄Catalina Mk IIIa,Britain,I,1.7,282,30.0,5.1,0,N/A,https://wiki.warthunder.com/images/thumb/1/1e/GarageImage_Catalina_Mk_IIIa_%28Great_Britain%29.jpg/800px-GarageImage_Catalina_Mk_IIIa_%28Great_Britain%29.jpg
▄Corsair F Mk II,Britain,II,2.7,711,20.0,18.5,885,470,https://wiki.warthunder.com/images/thumb/f/ff/GarageImage_Corsair_F_Mk_II_%28Great_Britain%29.jpg/800px-GarageImage_Corsair_F_Mk_II_%28Great_Britain%29.jpg
▄D.520,Britain,II,3.0,550,20.0,10.0,800,385,https://wiki.warthunder.com/images/thumb/0/08/GarageImage_D.520_%28Great_Britain%29.jpg/800px-GarageImage_D.520_%28Great_Britain%29.jpg
▄D.521,Britain,II,3.0,570,21.0,10.0,800,385,https://wiki.warthunder.com/images/thumb/4/41/GarageImage_D.521_%28Great_Britain%29.jpg/800px-GarageImage_D.521_%28Great_Britain%29.jpg
▄DB-7,Britain,II,2.3,491,28.0,11.5,665,428,https://wiki.warthunder.com/images/thumb/7/7a/GarageImage_DB-7_%28Great_Britain%29.jpg/800px-GarageImage_DB-7_%28Great_Britain%29.jpg
F-4J(UK) Phantom II,Britain,VII,11.3,___,__._,__._,1458,-,https://wiki.warthunder.com/images/thumb/b/be/GarageImage_F-4J%28UK%29_Phantom_II.jpg/800px-GarageImage_F-4J%28UK%29_Phantom_II.jpg
Firebrand TF Mk IV,Britain,II,4.0,565,25.0,15.1,750,420,https://wiki.warthunder.com/images/thumb/4/45/GarageImage_Firebrand_TF_Mk_IV.jpg/800px-GarageImage_Firebrand_TF_Mk_IV.jpg
Firecrest,Britain,II,2.3,608,23.0,19.0,750,430,https://wiki.warthunder.com/images/thumb/1/14/GarageImage_Firecrest.jpg/800px-GarageImage_Firecrest.jpg
Firefly F Mk I,Britain,III,3.3,508,21.0,12.7,720,600,https://wiki.warthunder.com/images/thumb/1/17/GarageImage_Firefly_F_Mk_I.jpg/800px-GarageImage_Firefly_F_Mk_I.jpg
Firefly FR Mk V,Britain,III,3.7,554,28.0,13.5,720,600,https://wiki.warthunder.com/images/thumb/d/d5/GarageImage_Firefly_FR_Mk_V.jpg/800px-GarageImage_Firefly_FR_Mk_V.jpg
Fury Mk I,Britain,I,1.0,394,16.0,15.7,600,N/A,https://wiki.warthunder.com/images/thumb/3/36/GarageImage_Fury_Mk_I.jpg/800px-GarageImage_Fury_Mk_I.jpg
Fury Mk II,Britain,I,1.0,394,16.0,15.7,600,N/A,https://wiki.warthunder.com/images/thumb/9/9e/GarageImage_Fury_Mk_II.jpg/800px-GarageImage_Fury_Mk_II.jpg
Gladiator Mk II,Britain,I,1.3,414,16.0,15.7,560,N/A,https://wiki.warthunder.com/images/thumb/b/b8/GarageImage_Gladiator_Mk_II.jpg/800px-GarageImage_Gladiator_Mk_II.jpg
Gladiator Mk IIF,Britain,I,1.3,414,16.0,15.7,560,N/A,https://wiki.warthunder.com/images/thumb/e/e6/GarageImage_Gladiator_Mk_IIF.jpg/800px-GarageImage_Gladiator_Mk_IIF.jpg
Gladiator Mk IIS,Britain,I,1.3,414,16.0,15.7,560,N/A,https://wiki.warthunder.com/images/thumb/8/8d/GarageImage_Gladiator_Mk_IIS.jpg/800px-GarageImage_Gladiator_Mk_IIS.jpg
Halifax B Mk IIIa,Britain,III,4.0,454,34.0,6.5,541,491,https://wiki.warthunder.com/images/thumb/b/b8/GarageImage_Halifax_B_Mk_IIIa.jpg/800px-GarageImage_Halifax_B_Mk_IIIa.jpg
Hampden Mk I,Britain,I,1.7,428,26.0,7.6,506,388,https://wiki.warthunder.com/images/thumb/b/b0/GarageImage_Hampden_Mk_I.jpg/800px-GarageImage_Hampden_Mk_I.jpg
Hampden TB Mk I,Britain,I,1.7,428,26.0,7.6,506,388,https://wiki.warthunder.com/images/thumb/3/33/GarageImage_Hampden_TB_Mk_I.jpg/800px-GarageImage_Hampden_TB_Mk_I.jpg
Harrier GR.1,Britain,VI,9.7,"1,133",32.0,80.0,1191,N/A,https://wiki.warthunder.com/images/thumb/b/b4/GarageImage_Harrier_GR.1.jpg/800px-GarageImage_Harrier_GR.1.jpg
Harrier GR.3,Britain,VI,9.7,"1,159",32.0,87.0,1191,N/A,https://wiki.warthunder.com/images/thumb/d/de/GarageImage_Harrier_GR.3.jpg/800px-GarageImage_Harrier_GR.3.jpg
Harrier GR.7,Britain,VIII,11.7,"1,125",30.0,90.0,"1,137",N/A,https://wiki.warthunder.com/images/thumb/7/76/GarageImage_Harrier_GR.7.jpg/800px-GarageImage_Harrier_GR.7.jpg
▄Havoc Mk I,Britain,II,2.0,518,27.0,11.5,665,428,https://wiki.warthunder.com/images/thumb/a/ae/GarageImage_Havoc_Mk_I_%28Great_Britain%29.jpg/800px-GarageImage_Havoc_Mk_I_%28Great_Britain%29.jpg
